0,1,2,3,4,5,6,7,8,10,12,15,16,17,18,19,20,21,22,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,55,59,60,65,66,69,70,72,74,79,80,82,83,84,85,86,87,88,90,91,92,93,96,97,98,99,100,110,111,130,150,205,210,215,222,229,240,242,243,245,246,247,249,250,255,256,257,260,263,264,265,270,297,299,300,306,310,321,330,336,337,339,340,341,344,345,346,347,362,365,366,369,370,380,381,382,383,384,385,386,388,418,440,449,450,490,499,500,501,502,503,504,505,506,507,508,509,510,511,513,515,516,518,519,520,521,522,525,526,530,532,533,534,535,536,538,540,541,542,544,545,546,547,548,550,552,555,556,561,562,580,581,583,585,586,588,590,591,592,593,594,595,596,598,599,600,605,610,611,630,640,648,650,651,653,655,656,657,658,666,690,699,700,701,710,711,712,720,730,733,740,751,752,753,760,765,767,770,772,773,775,776,777,780,785,787,799,800,810,811,830,846,850,852,853,856,859,860,863,866,880,886,887,889,890,891,899,900,901,902,904,906,907,908,909,910,914,915,920,922,923,925,926,929,930,932,935,936,938,939,943,945,946,947,948,950,952,953,955,959,963,975,978,980,983,984,987,988,991,992,994,995,996,997,998,338
01102cam a2200385   4500,11,,,,2.01609E+13,,,750828t19701970onca\\\\\\\\\\\\\\h\eng\f,\\$z76-854013,,,,,,,,,,,,,,,,,,,\\$a7500621;\\$a486,,,,\9$y200404071311$zVLOAD,\\$aCanadiana$dUtOrBLW,,,\\$an-cn---,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a818/.5/407,,,,,,,00$a819.7/M161$bCESH,,,,,,,,"1\$aMcFadden, David,$d1940-",,,,,,,,,,,,,"14$aThe great Canadian sonnet.$pStory by David McFadden,$fdrawn by Greg Curnoe.",,,,,,,,,,"\1$aToronto, Ont. :$bCoach House Pub. Co.,$c[1970];\4$c©1970",,,,,\\$a2 volumes (387 pages) :$billustrations ;$c12 cm.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aThe Beaver little book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aCanadian wit and humor.,"\0$aHamilton (Ont.)$xAuthors$xMcFadden, David, 1940-",,,,,,,,,"1\$aCurnoe, Greg,$d1936-1992.",,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aBeaver little book.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a486,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a486,,,,,,,,\\$avolume$bnc$2rdacarrier
00914cam a2200337   4500,12,,,,2.01609E+13,,,750917s1975\\\\onca\\\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7500622;\\$a487,,,,\9$y200404071311$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,,,,,,,,0\$a971.3521 LEV,,,,,,,,"1\$aLevitt, Mark.",,,,,,,,,,,,,14$aThe Hamilton Beach Strip.$nBy Mark Levitt.,,,,,,,,,,"\1$aHamilton, Ont. :$bLevitt,$c1975.",,,,,\\$a29 leaves :$billustrations (some color).,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aBibliography: p. 29.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aHamilton Beach (Ont.)$xHistory.;\0$aHamilton (Ont.)$xAuthors$xLevitt, Mark.;\0$aHamilton (Ont.)$xImprints, 1975.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a487,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a487,,,,,,,,\\$avolume$bnc$2rdacarrier
01130cam a2200373   4500,13,,,,2.01609E+13,,,760218s1975\\\\oncABCE\\\\\\\\\\\0deng\c,,,,,,,,,,,,,,,,,,,,\\$a7500638;\\$a499,,,,\9$y200404071312$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,\\$aw2x7,,,,\\$aoh$beng,,,,,,,,,,,,,,,,,,,,,,0\$a971.352 GRI,,,,,,,,"1\$aGrimwood, Paul.",,,,,,,,,,,,,"14$aThe Hermitage :$ba project of the Hamilton Region Conservation Authority.$pPrepared by Paul Grimwood and Craig Sims,$fdrawings by Craig Sims.",,,,,,,,,,"\1$aHamilton, Ont. :$bHamilton Region Conservation Authority,$c[1975]",,,,,"\\$aii, 113 pages :$billustrations, map, portraits, plans",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aBibliographies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30$aLeith family.,,"20$aHermitage (Ancaster, Ont.)",,,,,,"\0$aHamilton (Ont.)$xImprints, 1975.",,,,,,,,,"1\$aSims, Craig.",,2\$aHamilton Region Conservation Authority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a499,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a499,,,,,,,,\\$avolume$bnc$2rdacarrier
01045cam a2200397   4500,14,,,,2.01904E+13,,,770816s1960\\\\nyua\\\a\\\\\\000\1\eng\c,\\$a   60009452,,,,,,,\\$c15.02,,,,,,,,,,,,\\$a7500693;\\$a544,,,,\9$y201103031505$zVLOAD,\\$dUtOrBLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aZIO,,,,,,,,"1\$aZion, Gene.",,,,,,,,,,,,,10$aHarry and the lady next door /$cby Gene Zion ; pictures by Margaret Bloy Graham.,,,,,,,,,,"\1$aNew York :$bHarper & Row,$c1960.",,,,,\\$a62 pages :$bcolor illustrations.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aI can read book. Level 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a15.02,,,,,,,,\7$aLevel readers.$2local;\0$aDogs$vJuvenile fiction.,,,\7$aReaders (Publications)$2lcgft.,,,,,,,"1\$aGraham, Margaret Bloy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aI can read book.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a544,,,,\\$aj,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a544,,,,,,,,\\$avolume$bnc$2rdacarrier
00997cam a2200373   4500,15,,,,2.01609E+13,,,780515s1977\\\\onc\\\\\\\\\\\\\\\p\eng\d,,,,\\$a780042689,,,,\\$a0920418023 (pa. :)$c{dollar}4.95,,,,,,,,,,,,\\$a7500763;\\$a603,,,,\9$y200404071320$zVLOAD,\\$aCaOONL$beng$dUtOrBLW,,,,,,,,,\\$aoh$beng,,,,02$aPS8563*,,,,,,,,,,,0\$aC811/.5/4,,,,,,,00$a819.1 /G542$bHA,,00$aCAOH$b1,,,,,,"1\$aGodfrey, Stuart R.",,,,,,,,,,,,,"10$aNight, light and half-light :$bpoems /$cby Stuart Godfrey.",,,,,,,,,,"\1$aHamilton, Ont. :$bTower Poetry Society Press,$c1977.",,,,,"\\$avi, 58 pages ;$c21 cm.",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aPine tree series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aHamilton (Ont.)$xImprints, 1977.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aPine tree series.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a603,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a603,,,,,,,,\\$avolume$bnc$2rdacarrier
01483cam a2200409   4500,17,,,,2.01609E+13,,,781018s1977\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7500819;\\$a650,,,,\9$y200404071324$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a336.22,,,,,,,00$a336.22/SO13R$bHA,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,,,12$aA response to the report of the Commission on the Reform of Property Taxation in Ontario /$cSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,"\1$aHamilton, Ont. :$bThe Council,$c1977.",,,,,\\$a3 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aCover title.;\\$aLimited to the section of the report entitled ""Property owned by charitable and non-profit institutions"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aAssociations, institutions, etc.$xTaxation$zOntario.;\0$aNonprofit organizations$xTaxation$zOntario.;\0$aTax exemption$zOntario.;\0$aProperty tax$zOntario.","\0$aHamilton (Ont.)$xAuthors$xSocial Planning and Research Council of Hamilton and District.;\0$aHamilton (Ont.)$xImprints, 1977.",,,,,,,,,,,1\$aOntario.$bCommission on the Reform of Property Taxation in Ontario.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a650,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a650,,,,,,,,\\$avolume$bnc$2rdacarrier
00961cam a2200349   4500,18,,,,2.01609E+13,,,771012s1860\\\\maug\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7500954;\\$a753,,,,\9$y200404071332$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a784.962,,,,,,,00$a784.962 /H877$bHA,,00$aCAOH$b1,,,,,,"1\$aHullah, John,$d1812-1884.",,,,,,,,,,,,,"10$aWilhem's method of teaching vocal classes, adapted to use in the school room /$cby John Hullah.",,,,,,,,,,"\1$aBoston :$bDitson,$c1860.",,,,,\\$a94 pages :$bmusic,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aChoral singing$xInstruction and study.;\0$aVoice culture.;\0$aSinging$xInstruction and study.,,,,,,,,,,,,,,,,,,0\$aTeaching vocal classes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a753,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a753,,,,,,,,\\$avolume$bnc$2rdacarrier
01103cam a2200397   4500,19,,,,2.01609E+13,,,791130t19321932onca\\\\\b\\\\\\1\0\eng\e,\\$a   33027011,,,,,,,,,,,,,,,,,,,\\$a7501183;\\$a918,,,,\9$y200404071339$zVLOAD,\\$aLC mod.$dUtOrBLW,,,\\$an-cn---,,,,,,\\$aoh$beng,00$aND1352.C3$bR6,,,,,,,,,,,,,,04$a758.10971,,,,,,,00$a758/R576$bMA;00$a758/R576$bSC,,,,,,,,"1\$aRobson, Albert Henry,$d1882-1939.",,,,,,,,,,,,,10$aCanadian landscape painters /$cby Albert H. Robson ; with 75 ill. in full colour.,,,,,,,,,,"\1$aToronto :$bRyerson Press,$c[1932];\4$c©1932",,,,,\\$a227 pages :$bcolor mounted illustrations ;$c26 cm,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIncludes index.;\\$aBibliography: p. 225-227.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aLandscape painters$zCanada.;\0$aLandscape painting, Canadian.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a918,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a918,,,,,,,,\\$avolume$bnc$2rdacarrier
01201cam a2200409   4500,20,,,,2.01609E+13,,,780707s1972\\\\oncac\\e\\\\\\000\0beng\f,,,,,,,,\\$z0919676006$c3.95,,,,,,,,,,,,\\$a7501191;\\$a925,,,,\9$y200705280829$zVLOAD,\\$aNLC$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a796.33/5/0924,,,,,,,\\$a796.335092 HENLE NIE,,,,,,,,"1\$aNielsen, Robert F.",,,,,,,,,,,,,10$aGarney Henley :$ba gentleman and a tiger /$cby Robert F. Nielsen ; introduction by Frank Cosentino.,,,,,,,,,,"\1$aHamilton :$bPotlatch Publications,$c1972. --",,,,,"\\$a166 pages :$billustrations, portraits",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aAutographed copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a3.95,"10$aHenley, Garney,$d1935-",,20$aHamilton Tiger-Cats (Football team),,,,,\0$aCanadian football$vBiography.,"\4$aHamilton (Ont.)$xAuthors$xNielsen, Robert F., 1937-;\4$aHamilton (Ont.)$xImprints, 1972.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a925,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a925,,,,,,,,\\$avolume$bnc$2rdacarrier
01176cam a2200397   4500,21,,,,2.01609E+13,,,770816t19681941nyuab\\\\b\\\\\\1\0\eng\d,\\$a   69010101,,,,,,,,,,,,,,,,,,,\\$a7501207;\\$a938,,,,\9$y200404071340$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aoh$beng,\0$aHF1533$b.G72 1968,,,,,,,,,,,,,,0\$a382/.0942/07,,,,,,,00$a382/.0942 /G76$bCA,,,,,,,,"1\$aGraham, Gerald Sandford,$d1903-",,,,,,,,,,,,,"10$aSea power and British North America, 1783-1820 ;$ba study in British colonial policy /$cby Gerald S. Graham.",,,,,,,,,,"\1$aNew York :$bGreenwood Press,$c1968.;\4$c[©1941]",,,,,"\\$axii, 302 pages :$billustrations, maps (part folded) ;$c22 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$a""Bibliographical note"": p. [293]-294.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a17.25,,,,,,,,,\0$aGreat Britain$xCommercial policy.;\0$aGreat Britain$xCommerce.;\0$aCanada$xCommerce.;\0$aUnited States$xCommerce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a938,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a938,,,,,,,,\\$avolume$bnc$2rdacarrier
00670cam a2200277   4500,22,,,,2.01609E+13,,,771012s1962\\\\nyu\\\\\\\\\\\\\\\1\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7501211;\\$a940,,,,\9$y200404071340$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,,,,,,,,\\$aALL,,,,,,,,"1\$aAllen, Ralph,$d1913-1966.",,,,,,,,,,,,,10$aAsk the name of the lion /$cRalph Allen.,,,,,,,,,,"\1$aNew York :$bDoubleday,$c1962. --",,,,,\\$a189 pages,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a940,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a940,,,,,,,,\\$avolume$bnc$2rdacarrier
01075cam a2200397   4500,23,,,,2.01609E+13,,,770906t19761976onc\\\\\\\\\\\\\\\0\eng\c,\\$a   76043559,,,,,,,,,,,,,,,,,,,\\$a7501225;\\$a952,,,,\9$y200404071342$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aopal$beng,04$aBF1045.P9$bW3,,,,,,,,,,,,,,0\$a133,,,,,,,10$a133 WAR,,,,,,,,"1\$aWard, Alfred.",,,,,,,,,,,,,"10$aPower of pyramid energy :$ba new science, what you can do with it, what it can do for you /$cby Alfred Ward.",,,,,,,,,,"\1$aStoney Creek, Ont. :$bPyramid Power Products,$c[1976];\4$c©1976",,,,,\\$a103 pages :$billustrations,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a3.95,,,,,,,,\0$aPyramids.;\0$aVital force.;\0$aBioenergetics.;\0$aForce and energy.,"\0$aHamilton (Ont.)$xAuthors$xWard, Alfred, 1942-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a952,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a952,,,,,,,,\\$avolume$bnc$2rdacarrier
00930cam a2200349   4500,24,,,,2.01609E+13,,,751128s1928\\\\qucabc\e\\\\\\000\0beng\\,,,,,,,,,,,,,,,,,,,,\\$a7501238;\\$a962,,,,\9$y200808200928$zVLOAD,\\$aNUC$dUtOrBLW,,,,,\\$av2v5,,,,,,,,,,,,,,,,,,,0\$aB,,,,,,,10$aB/WOLFE$bCESC,,00$aCAOH$b1,,,,,,"1\$aWaugh, W. T.$q(William Templeton),$d1884-1932.",,,,,,,,,,,,,"10$aJames Wolfe, man and soldier /$cby W. T. Waugh.",,,,,,,,,,"\1$aMontreal :$bL. Carrier,$c1928.",,,,,"\\$a333 pages :$billustrations, maps, portraits",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIncludes index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10$aWolfe, James,$d1727-1759.",,,,,,,"\0$aQuébec Campaign, Québec, 1759.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a962,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a962,,,,,,,,\\$avolume$bnc$2rdacarrier
01098cam a2200397   4500,25,,,,2.01609E+13,,,781218s1978\\\\bcc\\\\\\b\\\\\\\\0\eng\d,,,,\\$a770021379,,,,\\$a0774800666,,,,,,,,,,,,\\$a7501309;\\$a1010,,,,\9$y200404091917$zVLOAD,\\$aCaBVaU$beng$cCaOONL$dCaOONL$dUtOrBLW,,,\\$an-cn---,,,,,,\\$aQQLa$bFRE,,,,14$aPM231,,,,,,,,,,,0\$a497,,,,,,,00$a497 LIN,,,,,,,,,,,,,,,,,,,,,"00$aLinguistic studies of native Canada /$cEung-Do Cook and Jonathan Kaye, editors.",,,,,,,,,,"\1$aVancouver :$bUniversity of British Columbia Press,$c1978.",,,,,"\\$avi, 279 pages ;$c24 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aBibliographie: pp. [273]-279.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a24.00pa.,,,,,,,,\0$aIndians of North America$zCanada$xLanguages.;\0$aEskimo languages.,,,,,,,,,,"1\$aCook, Eung-Do.;1\$aKaye, Jonathan,$d1942-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1010,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1010,,,,,,,,\\$avolume$bnc$2rdacarrier
00929cam a2200313   4500,26,,,,2.01609E+13,,,771116s1919\\\\enkabc\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7501380;\\$a1062,,,,\9$y200404091923$zVLOAD,\\$dUtOrBLW,,,\\$ae-uk-en,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a914.25/3,,,,,,,00$a914.253 /G884$bHA,,,,,,,,,,,,,,,,,,,,,00$aGrimsby :$bofficial guide [and development handbook].,,,,,,,,,,"\1$aLondon :$bVickery, Kyrle & Co.,$c[1919?]",,,,,"\\$a116 pages (pages 60-116 advertisements) :$billustrations, folded map, portraits",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIssued in the interests of trade and commerce under the auspices of the Grimsby Town Council.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aGrimsby (England),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1062,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1062,,,,,,,,\\$avolume$bnc$2rdacarrier
01094cam a2200397   4500,27,,,,2.01904E+13,,,770906s1965\\\\nyua\\\b\\\\\\000\1\eng\c,\\$a   65011451,,,,,,,\\$a9780064440172,,,,,,,,,,,,\\$a7501460;\\$a1124,,,,\9$y201103081458$zVLOAD,\\$dUtOrBLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aBON,,,,,,,,"1\$aBonsall, Crosby,$d1921-1995.",,,,,,,,,,,,,14$aThe case of the cat's meow /$cby Crosby Bonsall.,,,,,,,,,,"\1$aNew York :$bHarper & Row,$c1965.",,,,,\\$a64 pages :$bcolor illustrations.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aAn I can read book. Level 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\7$aLevel readers.$2local;\0$aDetective and mystery stories.;\0$aCats$vJuvenile fiction.,,,\7$aReaders (Publications)$2lcgft.;\7$aDetective and mystery fiction.$2lcgft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aI can read book.$nLevel 2.,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1124,,,,\\$aj,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1124,,,,,,,,\\$avolume$bnc$2rdacarrier
01316cam a2200409   4500,28,,,,2.01609E+13,,,780601s1975\\\\onc\\\\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7501463;\\$a1127,,,,\9$y200404091930$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a301.4120971352,,,,,,,00$a301/.41209713 /SI64$bHA$c1-2;00$a301/.41209713 /SI64$bMA,,,,,,,,,,,,,,,,,,,,,04$aThe Single woman's book /$c[writers: Lyn Downes and others].,,,,,,,,,,"\1$a[Hamilton, Ont.] :$b[publisher not identified],$c[1975];\3$aAncaster, Ont. :$bImpressions Printing Services",,,,,\\$a73 pages,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aCover title.;\\$a""Researched and compiled by a group of Hamilton women under the direction of the Hamilton Regional Women's Research Collective"".",,,,\\$aBibliography: p. 67-68.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aSingle women$zOntario$zHamilton.,"\0$aHamilton (Ont.)$xAuthors$xDownes, Lyn.;\0$aHamilton (Ont.)$xImprints, 1976.",,,,,,,,,"1\$aDownes, Lyn.",,2\$aHamilton Regional Women's Research Collective.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1127,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1127,,,,,,,,\\$avolume$bnc$2rdacarrier
01579cam a2200457   4500,29,,,,2.01609E+13,,,791120s1971\\\\oncbe\\\\b\\\\\\\\0\eng\d,,,,\\$a74001238X,,,,\\$c{dollar}5. Limited distribution. (pa. Processed. Spiral binding :),,,,,,,,,,,,\\$a7501557;\\$a1192,,,,\9$y200404091939$zVLOAD,\\$aNLC$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,00$aHT395*,,,,,,,,,,,,,,0\$a711/.4/0971352,,,,,,,00$a711/.40971352/H18OFB$bHA,,,,,,,,,1\$aHamilton (Ont.).$bPlanning Department.,,,,,,,,,,,,10$a1969 official plan for the beach strip.$pCity of Hamilton Planning Department. -.,3\$aOfficial plan for the beach strip;3\$aBeach strip,,,\\$a[Revised] edition -.,,,,,,"\1$aHamilton [Ont] :$bCity of Hamilton Planning Department,$c1971.",,,,,"\\$a50 leaves, 1 unnumbered folded leaf of plates :$bmaps, plans (part folded, part color) ;$c28 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$a""Amendment no. [275] to the official plan of the Hamilton planning area.""",,,,\\$aIncludes bibliographical references.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aCity planning$zOntario$zHamilton.;\0$aCity planning$zOntario.,"\0$aHamilton (Ont.)$xAuthors$xHamilton, Ont. Planning Dept.;\0$aHamilton (Ont.)$xImprints, 1971.",,,,,,,,,,,,,,,,,0\$aOfficial plan of the Hamilton planning area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1192,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a1192,,,,,,,,\\$avolume$bnc$2rdacarrier
